transaction_id,apartment_id,city,dong,jibun,apt,addr_kr,exclusive_use_area,year_of_completion,transaction_year_month,transaction_date,floor,transaction_real_price
151155,863,서울특별시,쌍문동,73,경남,쌍문동 73 경남,44.5,1988,200907,11~20,1,14000
251440,9132,서울특별시,진관동,1,은평뉴타운상림마을(푸르지오C-6),진관동 1 은평뉴타운상림마을(푸르지오C-6),101.61,2008,201306,11~20,4,50500
224009,5340,서울특별시,공릉동,109,비선아파트,공릉동 109 비선아파트,59.97,1999,201506,1~10,3,28450
304703,4411,서울특별시,신정동,337,목동우성2,신정동 337 목동우성2,84.96,2000,200804,11~20,9,43000
611660,6981,서울특별시,장지동,845,송파파인타운5단지,장지동 845 송파파인타운5단지,84.95,2008,201609,1~10,4,64700
406122,2911,서울특별시,구로동,1282,덕영드림,구로동 1282 덕영드림,56.19,2006,201608,11~20,4,29000
368095,8776,서울특별시,화곡동,1159,"우장산아이파크,이편한세상","화곡동 1159 우장산아이파크,이편한세상",114.98,2008,201511,11~20,9,67500
618854,3665,서울특별시,둔촌동,170-1,둔촌주공1단지,둔촌동 170-1 둔촌주공1단지,58.21,1980,200905,1~10,3,65000
608331,8496,서울특별시,방이동,89,올림픽선수기자촌1단지,방이동 89 올림픽선수기자촌1단지,83.06,1988,201605,1~10,5,78700
163880,10920,서울특별시,쌍문동,727,파라다이스빌,쌍문동 727 파라다이스빌,84.99,2004,201406,1~10,3,31700
474551,8714,서울특별시,봉천동,1706,우성,봉천동 1706 우성,84.96,2000,200909,11~20,27,44500
281329,1071,서울특별시,공덕동,43,공덕2삼성래미안,공덕동 43 공덕2삼성래미안,84.94,2004,200804,1~10,2,48000
603596,10909,서울특별시,잠실동,35,트리지움,잠실동 35 트리지움,84.95,2007,201509,11~20,19,99500
195492,7003,서울특별시,상계동,1277,수락한신,상계동 1277 수락한신,59.95,1997,201104,21~30,8,24650
620169,9811,서울특별시,상일동,121,주공3,상일동 121 주공3,48.85,1983,200907,21~31,4,60000
1151638,5693,서울특별시,화곡동,1088-8,삼우아파트,화곡동 1088-8 삼우아파트,76.85,2005,201711,21~30,1,28200
263258,11911,서울특별시,홍은동,202-5,"현대(1,2차)","홍은동 202-5 현대(1,2차)",59.96,1988,200802,11~20,8,24450
618001,998,서울특별시,고덕동,492,고덕시영,고덕동 492 고덕시영,59.0,1984,200904,11~20,2,63500
419433,7281,서울특별시,대림동,777-1,신동아,대림동 777-1 신동아,53.37,1987,200802,11~20,3,23000
259463,4220,서울특별시,대조동,59-48,만민하늘愛,대조동 59-48 만민하늘愛,73.34,2008,201602,11~20,5,31000
212449,10673,서울특별시,공릉동,81,태강아파트,공릉동 81 태강아파트,59.38,1999,201404,1~10,12,26700
520589,8684,서울특별시,서초동,1326-17,우성5,서초동 1326-17 우성5,84.93,1998,201602,1~10,5,88750
438945,11980,서울특별시,대림동,608-1,현대3,대림동 608-1 현대3,140.54,1998,201504,1~10,11,55000
110717,6163,서울특별시,하월곡동,224,샹그레빌,하월곡동 224 샹그레빌,79.984,2004,201106,21~30,7,28300
583396,7156,서울특별시,가락동,479,시영2,가락동 479 시영2,50.12,1982,201109,1~10,3,68500
186268,2453,서울특별시,공릉동,270-71,대명아파트,공릉동 270-71 대명아파트,62.1,1989,200907,1~10,1,25300
352019,6750,서울특별시,염창동,276-12,세왕네트빌,염창동 276-12 세왕네트빌,117.98,2002,201303,11~20,3,39000
141285,4603,서울특별시,미아동,797,미아1차래미안,미아동 797 미아1차래미안,84.58,2006,201412,1~10,3,41000
97724,9884,서울특별시,상봉동,115-61,주함해븐타워,상봉동 115-61 주함해븐타워,15.17,2015,201511,1~10,17,13700
213526,2334,서울특별시,상계동,1284,대동황토방,상계동 1284 대동황토방,60.0,2001,201406,1~10,9,28700
553708,8689,서울특별시,일원동,615,우성7,일원동 615 우성7,83.69,1987,201410,21~31,5,84500
418750,8632,서울특별시,시흥동,1011,우방,시흥동 1011 우방,59.91,2002,201610,21~31,21,29200
281036,2989,서울특별시,도화동,357,도화동현대,도화동 357 도화동현대,54.72,1996,200803,1~10,2,31300
298602,4200,서울특별시,아현동,777,마포래미안푸르지오3단지,아현동 777 마포래미안푸르지오3단지,59.9452,2014,201510,1~10,12,63000
583353,10939,서울특별시,신천동,17,파크리오,신천동 17 파크리오,84.9,2008,201109,21~30,19,83400
1150822,9816,서울특별시,등촌동,695,주공5,등촌동 695 주공5,58.14,1995,201709,1~10,9,51300
364360,3346,서울특별시,염창동,292,동아,염창동 292 동아,59.97,1998,201506,11~20,1,29000
331501,4389,서울특별시,신정동,318-12,목동삼성쉐르빌Ⅱ,신정동 318-12 목동삼성쉐르빌Ⅱ,142.79,2004,201602,21~29,16,86500
621902,11306,서울특별시,암사동,497-6,한건브리앙,암사동 497-6 한건브리앙,84.92,2004,200910,11~20,6,35000
448721,7283,서울특별시,노량진동,325,신동아리버파크,노량진동 325 신동아리버파크,84.88,2001,200901,11~20,3,41000
1097800,1714,서울특별시,성수동2가,832,금호타운2,성수동2가 832 금호타운2,59.94,1997,201703,11~20,2,40000
200777,1713,서울특별시,중계동,583,금호타운(583),중계동 583 금호타운(583),59.52,1997,201206,11~20,15,25700
1107464,9809,서울특별시,휘경동,57,주공2,휘경동 57 주공2,39.98,2001,201711,11~20,6,29000
179015,5962,서울특별시,상계동,670,상계주공9(고층),상계동 670 상계주공9(고층),49.94,1988,200803,1~10,4,22000
580416,8724,서울특별시,잠실동,101-1,우성아파트,잠실동 101-1 우성아파트,160.74,1981,201012,21~31,6,136700
95034,7220,서울특별시,묵동,13,신내,묵동 13 신내,39.84,1996,201503,11~20,3,16700
432705,4499,서울특별시,문래동3가,54,문래자이,문래동3가 54 문래자이,121.53,2001,201310,21~31,9,70600
1176250,3879,서울특별시,신사동,658,로데오현대,신사동 658 로데오현대,90.94,1998,201702,1~10,5,81000
106488,11702,서울특별시,돈암동,609-1,한진(609-1),돈암동 609-1 한진(609-1),59.58,1998,200910,1~10,17,25000
179159,5957,서울특별시,상계동,749-5,상계주공4(고층),상계동 749-5 상계주공4(고층),41.3,1988,200803,11~20,5,17000
389597,3313,서울특별시,신도림동,643,동아1,신도림동 643 동아1,84.90799999999999,1999,201305,1~10,23,45000
1124304,9818,서울특별시,중계동,359-1,주공5,중계동 359-1 주공5,84.79,1992,201704,21~30,4,49000
115360,1760,서울특별시,길음동,1284,길음뉴타운8단지(래미안),길음동 1284 길음뉴타운8단지(래미안),59.99,2010,201305,11~20,10,38700
520159,7104,서울특별시,서초동,1513-5,스위트빌,서초동 1513-5 스위트빌,84.47,2003,201512,1~10,1,58000
601648,6018,서울특별시,오금동,165,상아,오금동 165 상아,84.98,1988,201505,11~20,10,56500
91401,7216,서울특별시,신내동,650,신내6대주,신내동 650 신내6대주,59.76,1996,201402,11~20,9,28250
31838,11874,서울특별시,행당동,349,행당한신,행당동 349 행당한신,84.95,2003,201301,21~31,17,47000
351950,4818,서울특별시,방화동,814,방화5,방화동 814 방화5,39.6,1994,201302,11~20,11,17250
198610,10673,서울특별시,공릉동,81,태강아파트,공릉동 81 태강아파트,49.6,1999,201112,11~20,8,21000
169666,2692,서울특별시,창동,804,대우,창동 804 대우,84.88,1995,201508,11~20,2,33200
559678,6009,서울특별시,삼성동,22,상아3,삼성동 22 상아3,126.75,1983,201508,11~20,8,150000
117077,9599,서울특별시,정릉동,1032,정릉2차대주피오레,정릉동 1032 정릉2차대주피오레,84.99,2008,201310,1~10,3,31000
495693,4706,서울특별시,반포동,54-5,반포두산힐스빌,반포동 54-5 반포두산힐스빌,40.42,2001,200905,11~20,8,24500
131067,7844,서울특별시,종암동,130,아이파크종암동,종암동 130 아이파크종암동,59.73,2004,201606,11~20,13,38750
354361,8242,서울특별시,염창동,306,염창힐스테이트,염창동 306 염창힐스테이트,84.551,2009,201310,21~31,10,47500
615356,10839,서울특별시,천호동,35-12,태천해오름,천호동 35-12 태천해오름,84.81,2003,200805,1~10,4,28500
345324,11985,서울특별시,염창동,291,현대3,염창동 291 현대3,59.92,1996,201006,21~30,6,26100
511839,5838,서울특별시,서초동,1685,삼풍아파트,서초동 1685 삼풍아파트,163.81,1988,201405,1~10,1,145000
230800,11088,서울특별시,월계동,944,풍림아이원,월계동 944 풍림아이원,84.491,2005,201602,21~29,9,39000
33315,5298,서울특별시,금호동4가,1507,브라운스톤금호,금호동4가 1507 브라운스톤금호,84.838,2007,201309,11~20,13,52800
226812,9894,서울특별시,중계동,592,중계3벽산,중계동 592 중계3벽산,59.88,1999,201508,11~20,19,26900
423153,8677,서울특별시,신길동,4656,우성3,신길동 4656 우성3,53.24,1989,200906,1~10,8,24900
177241,2029,서울특별시,공릉동,750,녹주아파트,공릉동 750 녹주아파트,84.7156,2002,200802,21~29,8,25500
606309,4228,서울특별시,오금동,81-2,매그놀리아(1차),오금동 81-2 매그놀리아(1차),80.09,2003,201602,21~29,4,41000
578762,10885,서울특별시,풍납동,251-2,토성현대,풍납동 251-2 토성현대,57.24,1986,201006,21~30,4,27500
187946,12424,서울특별시,공릉동,111,화랑타운아파트,공릉동 111 화랑타운아파트,84.65,2000,200909,21~30,6,45000
1173473,11500,서울특별시,잠원동,63-34,한신로얄,잠원동 63-34 한신로얄,81.05,1992,201707,1~10,3,110000
151408,6008,서울특별시,창동,300,상아2차아파트,창동 300 상아2차아파트,45.54,1988,200907,11~20,10,20000
62817,3255,서울특별시,답십리동,41,동서울한양,답십리동 41 동서울한양,59.67,1989,200911,21~30,11,20000
294697,10843,서울특별시,망원동,501,태청,망원동 501 태청,74.76,2003,201411,1~10,8,33000
1159486,10579,서울특별시,대림동,607-1,코오롱,대림동 607-1 코오롱,59.94,1998,201703,1~10,17,41000
604728,12569,서울특별시,문정동,150,훼밀리,문정동 150 훼밀리,136.325,1988,201510,11~20,4,93800
370400,4161,서울특별시,방화동,890,마곡푸르지오,방화동 890 마곡푸르지오,84.99,2008,201604,1~10,2,53000
465829,5976,서울특별시,상도동,533,상도엠코타운애스톤파크,상도동 533 상도엠코타운애스톤파크,84.884,2013,201510,21~31,9,67000
588849,10939,서울특별시,신천동,17,파크리오,신천동 17 파크리오,84.79,2008,201303,21~31,23,81000
1112644,7897,서울특별시,안암동1가,361,안암동삼성래미안,안암동1가 361 안암동삼성래미안,84.8681,2005,201706,21~30,14,48800
113726,11498,서울특별시,돈암동,609-1,한신,돈암동 609-1 한신,132.96,1998,201211,21~30,14,47000
348080,12419,서울특별시,화곡동,1091,화곡푸르지오,화곡동 1091 화곡푸르지오,156.876,2002,201106,21~30,5,69500
217342,9897,서울특별시,중계동,512,중계무지개,중계동 512 중계무지개,39.96,1991,201410,21~31,5,16100
342321,549,서울특별시,가양동,1461,가양2단지(성지),가양동 1461 가양2단지(성지),49.65,1992,200906,21~30,2,26500
297744,2836,서울특별시,대흥동,802,대흥동세양,대흥동 802 대흥동세양,60.0,2000,201507,21~31,11,38750
58575,1318,서울특별시,구의동,611,구의현대2단지,구의동 611 구의현대2단지,84.88,1996,201610,1~10,2,58000
171694,6281,서울특별시,도봉동,641,서원,도봉동 641 서원,49.77,1996,201602,11~20,4,20000
547270,9094,서울특별시,대치동,316,은마,대치동 316 은마,76.79,1979,201309,1~10,1,71000
229439,5953,서울특별시,상계동,740,상계주공2(고층),상계동 740 상계주공2(고층),58.01,1987,201511,11~20,12,28000
439446,10579,서울특별시,대림동,607-1,코오롱,대림동 607-1 코오롱,59.94,1998,201505,21~31,1,32500
417215,3848,서울특별시,시흥동,1002-1,럭키남서울,시흥동 1002-1 럭키남서울,62.12,1981,201512,21~31,6,32500
26347,432,서울특별시,성수동1가,710,LIG건영,성수동1가 710 LIG건영,84.941,2002,200906,21~30,4,63400
41952,2375,서울특별시,행당동,347,대림e-편한세상,행당동 347 대림e-편한세상,84.87,2000,201602,21~29,3,57000
551915,2944,서울특별시,도곡동,527,도곡렉슬,도곡동 527 도곡렉슬,59.9772,2006,201407,11~20,20,69300
646592,9803,서울특별시,고덕동,212,주공2,고덕동 212 주공2,41.62,1983,201605,21~31,2,52000
409312,1100,서울특별시,시흥동,1013,관악산벽산타운5,시흥동 1013 관악산벽산타운5,84.97,2004,200807,1~10,16,38000
122360,9782,서울특별시,종암동,104-1,종암에스케이,종암동 104-1 종암에스케이,84.72,1999,201411,21~30,10,34500
41252,7681,서울특별시,성수동1가,706,쌍용,성수동1가 706 쌍용,59.76,1997,201510,21~31,15,43700
89100,11501,서울특별시,면목동,193-1,한신,면목동 193-1 한신,58.46,1988,201303,21~31,1,19500
121515,1784,서울특별시,하월곡동,228,꿈의숲푸르지오,하월곡동 228 꿈의숲푸르지오,114.61,2010,201409,11~20,10,47500
252881,3749,서울특별시,불광동,248,라이프미성,불광동 248 라이프미성,66.7,1988,201402,1~10,7,26500
559337,11042,서울특별시,일원동,719,푸른마을 아파트 101동~111동,일원동 719 푸른마을 아파트 101동~111동,59.76,1994,201507,11~20,12,60000
452871,7298,서울특별시,신대방동,360-17,신동아,신대방동 360-17 신동아,48.18,1993,201102,1~10,7,21900
102175,1755,서울특별시,길음동,1280-1,길음뉴타운3단지푸르지오,길음동 1280-1 길음뉴타운3단지푸르지오,59.99,2005,200803,1~10,13,31000
1106613,12220,서울특별시,장안동,569,현대홈타운2차,장안동 569 현대홈타운2차,84.97,2005,201708,21~31,4,42500
633152,620,서울특별시,천호동,46,강동이루미,천호동 46 강동이루미,84.88,2005,201308,1~10,3,33000
573126,8496,서울특별시,방이동,89,올림픽선수기자촌1단지,방이동 89 올림픽선수기자촌1단지,100.82,1988,200903,21~31,1,95000
532578,5746,서울특별시,수서동,708,삼익,수서동 708 삼익,60.0,1992,200908,21~31,9,50400
382338,931,서울특별시,구로동,792-99,경성빌라,구로동 792-99 경성빌라,51.88,1996,201003,1~10,3,16000
592849,6983,서울특별시,장지동,844,송파파인타운7단지,장지동 844 송파파인타운7단지,84.94,2007,201312,21~31,4,57500
335315,11049,서울특별시,신정동,1283,푸른마을3,신정동 1283 푸른마을3,59.99,2001,201609,11~20,2,29000
599815,12345,서울특별시,송파동,33,호수임광,송파동 33 호수임광,84.87,1995,201503,11~20,11,59500
36673,8461,서울특별시,옥수동,306,옥수,옥수동 306 옥수,49.55,1975,201410,1~10,4,21800
602035,7155,서울특별시,가락동,479,시영1,가락동 479 시영1,40.09,1980,201506,1~10,3,60750
616933,11115,서울특별시,암사동,413,프라이어팰리스,암사동 413 프라이어팰리스,59.983,2007,200901,11~20,19,39500
449924,7276,서울특별시,사당동,105,신동아4,사당동 105 신동아4,59.89,1993,200907,1~10,12,38500
646792,3665,서울특별시,둔촌동,170-1,둔촌주공1단지,둔촌동 170-1 둔촌주공1단지,58.21,1980,201605,11~20,3,69000
456259,6611,서울특별시,대방동,500,성원,대방동 500 성원,84.32,1994,201303,11~20,22,44000
1193616,7902,서울특별시,암사동,419,암사동한솔,암사동 419 암사동한솔,84.73,2002,201705,11~20,5,48800
329011,10261,서울특별시,신정동,336,청구,신정동 336 청구,84.99,1992,201508,21~31,8,43800
1176681,11371,서울특별시,대치동,511,한보미도맨션1,대치동 511 한보미도맨션1,84.48,1983,201703,11~20,7,141500
560082,1289,서울특별시,청담동,128-1,구산,청담동 128-1 구산,59.4,1993,201509,1~10,5,50700
505980,6358,서울특별시,서초동,1593-7,서초이오빌,서초동 1593-7 서초이오빌,45.96,2003,201209,11~20,14,25500
52134,1139,서울특별시,구의동,198-4,광남캐스빌(198-4),구의동 198-4 광남캐스빌(198-4),83.99,2003,201307,11~20,6,33300
581670,3870,서울특별시,잠실동,44,레이크팰리스,잠실동 44 레이크팰리스,59.97,2006,201103,1~10,12,78000
507601,7371,서울특별시,잠원동,60-3,신반포8,잠원동 60-3 신반포8,52.74,1981,201304,1~10,6,50000
518362,4773,서울특별시,방배동,3277,방배아이파크,방배동 3277 방배아이파크,125.58,2006,201508,11~20,1,88000
434728,11979,서울특별시,당산동4가,88,현대3,당산동4가 88 현대3,73.27,1988,201405,1~10,6,37000
6945,4024,서울특별시,황학동,2545,롯데캐슬,황학동 2545 롯데캐슬,114.9,2008,201105,11~20,33,69500
69236,3503,서울특별시,휘경동,366,동일스위트리버,휘경동 366 동일스위트리버,84.973,2007,201310,1~10,16,38200
211105,11476,서울특별시,상계동,135,한신1차,상계동 135 한신1차,53.96,1987,201402,1~10,4,17800
461396,12597,서울특별시,흑석동,328,흑석동양아파트,흑석동 328 흑석동양아파트,84.99,2003,201411,11~20,15,44500
455340,3829,서울특별시,본동,494,래미안트윈파크,본동 494 래미안트윈파크,84.76,2011,201210,1~10,8,67006
236101,5938,서울특별시,상계동,1301,상계대림e편한세상,상계동 1301 상계대림e편한세상,55.77,2002,201607,11~20,3,26000
369988,9793,서울특별시,등촌동,702,주공10,등촌동 702 주공10,58.14,1995,201604,21~30,8,39800
536925,2810,서울특별시,대치동,988-4,대치효성,대치동 988-4 대치효성,59.84,1999,201011,11~20,3,45000
298837,11771,서울특별시,창전동,443,해모로,창전동 443 해모로,83.85,2007,201510,21~31,1,58600
279708,12376,서울특별시,홍은동,460,홍은동풍림아이원,홍은동 460 홍은동풍림아이원,116.101,2002,201609,21~30,1,42000
492627,6358,서울특별시,서초동,1593-7,서초이오빌,서초동 1593-7 서초이오빌,36.66,2003,200804,1~10,22,9900
614055,624,서울특별시,길동,414-10,강동한신휴플러스,길동 414-10 강동한신휴플러스,84.98,2006,200803,1~10,11,34479
203432,10247,서울특별시,중계동,360-2,청구3,중계동 360-2 청구3,84.77,1996,201301,11~20,8,43500
54212,10253,서울특별시,광장동,566,청구,광장동 566 청구,59.95,1996,201410,1~10,2,39000
527487,7709,서울특별시,삼성동,117,쌍용플래티넘,삼성동 117 쌍용플래티넘,152.25,2003,200812,11~20,17,100000
241142,11840,서울특별시,녹번동,279-1,해주드림빌,녹번동 279-1 해주드림빌,59.84,2001,200801,21~31,2,21000
141143,9812,서울특별시,번동,234,주공4단지,번동 234 주공4단지,84.79,1991,201410,11~20,2,29000
1117236,6545,서울특별시,미아동,318-5,성북프라자,미아동 318-5 성북프라자,68.675,2009,201710,21~31,7,29800
1143994,4409,서울특별시,신정동,314,목동신시가지8,신정동 314 목동신시가지8,71.77,1987,201707,11~20,11,83000
529801,7028,서울특별시,일원동,711,수서,일원동 711 수서,39.98,1992,200904,21~30,12,29400
643432,11115,서울특별시,암사동,413,프라이어팰리스,암사동 413 프라이어팰리스,59.983,2007,201508,21~31,1,42000
389973,7258,서울특별시,구로동,560,신도림현대,구로동 560 신도림현대,80.01,1994,201306,21~30,15,31750
401450,2360,서울특별시,신도림동,642,대림2,신도림동 642 대림2,84.95,2001,201510,1~10,6,50500
401418,8473,서울특별시,온수동,155,온수힐스테이트,온수동 155 온수힐스테이트,84.99,2010,201509,21~30,10,45100
60546,12154,서울특별시,이문동,54,현대,이문동 54 현대,114.6,2000,200805,1~10,11,50300
55368,1235,서울특별시,광장동,582,광장힐스테이트,광장동 582 광장힐스테이트,59.99,2012,201504,11~20,5,69000
70694,9504,서울특별시,장안동,580,장안위더스빌,장안동 580 장안위더스빌,84.85,2011,201404,1~10,5,35450
626941,3668,서울특별시,둔촌동,170-1,둔촌주공4단지,둔촌동 170-1 둔촌주공4단지,99.61,1980,201106,11~20,7,79000
602936,12321,서울특별시,오금동,54-1,혜성공원(101동),오금동 54-1 혜성공원(101동),84.8,1992,201507,21~31,4,39000
461989,1470,서울특별시,사당동,105,극동(105),사당동 105 극동(105),109.7,1993,201501,11~20,9,49800
118761,3307,서울특별시,하월곡동,219,동신,하월곡동 219 동신,59.88,1998,201402,21~28,19,24500
55002,12197,서울특별시,구의동,631-1,현대프라임,구의동 631-1 현대프라임,59.82,1997,201503,1~10,29,43700
1125143,5953,서울특별시,상계동,740,상계주공2(고층),상계동 740 상계주공2(고층),37.46,1988,201705,11~20,5,24800
265556,3528,서울특별시,홍은동,457,동일,홍은동 457 동일,59.77,1997,200908,11~20,20,21800
123389,9605,서울특별시,정릉동,1014,정릉스카이 쌍용 아파트,정릉동 1014 정릉스카이 쌍용 아파트,109.27,1999,201502,1~10,3,37000
395204,4956,서울특별시,고척동,342,벽산베스트블루밍,고척동 342 벽산베스트블루밍,84.742,2010,201409,11~20,5,33500
439771,8661,서울특별시,신길동,365,우성1,신길동 365 우성1,49.64,1986,201506,1~10,14,27000
16002,4070,서울특별시,산천동,193,리버힐삼성,산천동 193 리버힐삼성,84.98,2001,201203,1~10,4,51000
1093760,12110,서울특별시,신당동,840,현대,신당동 840 현대,66.6,1993,201705,1~10,13,41700
181582,8635,서울특별시,공릉동,108,우방아파트,공릉동 108 우방아파트,61.151,2000,200806,11~20,5,30900
473972,1116,서울특별시,봉천동,1717,관악푸르지오,봉천동 1717 관악푸르지오,59.58,2004,200907,1~10,4,33000
346005,3317,서울특별시,염창동,258-1,동아3,염창동 258-1 동아3,59.7,1999,201011,1~10,9,29500
1189484,12569,서울특별시,문정동,150,훼밀리,문정동 150 훼밀리,117.585,1988,201710,21~31,5,120000
493705,5838,서울특별시,서초동,1685,삼풍아파트,서초동 1685 삼풍아파트,79.47,1988,200812,1~10,14,70000
1193420,3668,서울특별시,둔촌동,170-1,둔촌주공4단지,둔촌동 170-1 둔촌주공4단지,99.61,1980,201705,21~31,8,116000
539198,3233,서울특별시,청담동,134,동산,청담동 134 동산,84.77,1992,201104,11~20,12,95000
63554,12510,서울특별시,회기동,347-7,회기아파트(347-7),회기동 347-7 회기아파트(347-7),81.26,2003,201005,11~20,2,31200
352436,8234,서울특별시,염창동,281-22,염창1차한화꿈에그린,염창동 281-22 염창1차한화꿈에그린,84.93,2005,201304,21~30,10,57500
408002,10175,서울특별시,천왕동,가-273,천왕이펜하우스4단지,천왕동 가-273 천왕이펜하우스4단지,84.97,2011,201611,11~20,13,46200
200865,11478,서울특별시,하계동,284,한신1,하계동 284 한신1,27.0,1988,201207,1~10,3,13000
123296,11019,서울특별시,돈암동,603,포스코더샵,돈암동 603 포스코더샵,84.81700000000002,2006,201502,11~20,9,39500
204625,12149,서울특별시,월계동,929,현대,월계동 929 현대,59.95,2000,201304,1~10,12,24000
536767,6612,서울특별시,개포동,12,성원대치2단지아파트,개포동 12 성원대치2단지아파트,39.53,1992,201011,21~30,9,43000
187902,11663,서울특별시,월계동,926,한일1,월계동 926 한일1,84.94200000000002,1999,200909,21~30,15,36000
359302,4157,서울특별시,마곡동,743-4,마곡엠밸리7단지,마곡동 743-4 마곡엠밸리7단지,114.93,2014,201410,1~10,10,59000
358857,8785,서울특별시,내발산동,657,우장산힐스테이트,내발산동 657 우장산힐스테이트,59.98,2005,201409,21~30,10,42000
80680,11615,서울특별시,중화동,274-51,한영(101),중화동 274-51 한영(101),84.24,2003,200801,21~31,7,23900
283973,3785,서울특별시,공덕동,464,래미안공덕4차,공덕동 464 래미안공덕4차,59.9,2005,200908,21~31,5,48000
245364,9121,서울특별시,진관동,105,은평뉴타운 마고정2단지,진관동 105 은평뉴타운 마고정2단지,101.81,2009,201002,11~20,14,51500
